timestamp,LH_x,LH_y,LH_z,LH_R,LH_P,LH_Y,RH_x,RH_y,RH_z,RH_R,RH_P,RH_Y
0.0,0.10305570276397644,0.21313553363178817,0.5851614821439663,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.005,0.10305570276397644,0.21313553363178817,0.5851614821439663,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.01,0.10305570276397644,0.21313553363178817,0.5851614821439663,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.015,0.10305570276397644,0.21313553363178817,0.5851614821439663,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.02,0.10305570276397644,0.21313553363178817,0.5851614821439663,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.025,0.10305570276397644,0.21313553363178817,0.5851614821439663,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.030000000000000002,0.10305570276397644,0.21313553363178817,0.5851614821439663,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.035,0.10305570276397644,0.21313553363178817,0.5851614821439663,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.04,0.32554211800626837,0.15990014142763084,0.8704175914975792,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.045,0.32554211800626837,0.15990014142763084,0.8704175914975792,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.049999999999999996,0.32554211800626837,0.15990014142763084,0.8704175914975792,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.05499999999999999,0.32554211800626837,0.15990014142763084,0.8704175914975792,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.05999999999999999,0.32554211800626837,0.15990014142763084,0.8704175914975792,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.06499999999999999,0.32554211800626837,0.15990014142763084,0.8704175914975792,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.06999999999999999,0.32554211800626837,0.15990014142763084,0.8704175914975792,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.075,0.32554211800626837,0.15990014142763084,0.8704175914975792,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.08,0.3944691071205547,0.1735782177419008,0.9565764817290744,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.085,0.3944691071205547,0.1735782177419008,0.9565764817290744,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.09000000000000001,0.3944691071205547,0.1735782177419008,0.9565764817290744,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.09500000000000001,0.3944691071205547,0.1735782177419008,0.9565764817290744,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.10000000000000002,0.3944691071205547,0.1735782177419008,0.9565764817290744,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.10500000000000002,0.3944691071205547,0.1735782177419008,0.9565764817290744,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.11000000000000003,0.3944691071205547,0.1735782177419008,0.9565764817290744,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.11500000000000003,0.3944691071205547,0.1735782177419008,0.9565764817290744,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.12000000000000004,0.41090654711255037,0.19170155980560977,0.9745104903225361,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.12500000000000003,0.41090654711255037,0.19170155980560977,0.9745104903225361,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.13000000000000003,0.41090654711255037,0.19170155980560977,0.9745104903225361,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.13500000000000004,0.41090654711255037,0.19170155980560977,0.9745104903225361,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.14000000000000004,0.41090654711255037,0.19170155980560977,0.9745104903225361,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.14500000000000005,0.41090654711255037,0.19170155980560977,0.9745104903225361,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.15000000000000005,0.41090654711255037,0.19170155980560977,0.9745104903225361,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.15500000000000005,0.41090654711255037,0.19170155980560977,0.9745104903225361,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.16000000000000006,0.4112742366454617,0.1948622587277663,0.9769525933227353,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.16500000000000006,0.4112742366454617,0.1948622587277663,0.9769525933227353,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.17000000000000007,0.4112742366454617,0.1948622587277663,0.9769525933227353,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.17500000000000007,0.4112742366454617,0.1948622587277663,0.9769525933227353,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.18000000000000008,0.4112742366454617,0.1948622587277663,0.9769525933227353,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.18500000000000008,0.4112742366454617,0.1948622587277663,0.9769525933227353,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.19000000000000009,0.4112742366454617,0.1948622587277663,0.9769525933227353,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.1950000000000001,0.4112742366454617,0.1948622587277663,0.9769525933227353,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.2000000000000001,0.41153670362621275,0.1979408673243047,0.9804425409196852,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.2050000000000001,0.41153670362621275,0.1979408673243047,0.9804425409196852,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.2100000000000001,0.41153670362621275,0.1979408673243047,0.9804425409196852,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
0.2150000000000001,0.41153670362621275,0.1979408673243047,0.9804425409196852,0.6199983241257043,1.0699563696113281,-0.011439964998400332,0.4596640630279899,-0.1917206655872139,0.8124295414757386,-0.3290506357708206,0.31719241295888323,-0.02167614050133368
